GENOA	B-NONE
by	I-DESCRIPTIVE
the	I-DESCRIPTIVE
clothes-lines	I-DESCRIPTIVE
stretched	I-DESCRIPTIVE
across	I-DESCRIPTIVE
the	I-DESCRIPTIVE
streets	I-DESCRIPTIVE
from	I-DESCRIPTIVE
window	I-DESCRIPTIVE
to	I-DESCRIPTIVE
window	I-DESCRIPTIVE
,	I-DESCRIPTIVE
on	I-DESCRIPTIVE
which	I-DESCRIPTIVE
are	I-DESCRIPTIVE
hung	I-DESCRIPTIVE
garments	I-DESCRIPTIVE
of	I-DESCRIPTIVE
every	I-DESCRIPTIVE
size	I-DESCRIPTIVE
,	I-DESCRIPTIVE
degree	I-DESCRIPTIVE
,	I-DESCRIPTIVE
color	I-DESCRIPTIVE
,	I-DESCRIPTIVE
and	I-DESCRIPTIVE
ingenuity	I-DESCRIPTIVE
of	I-DESCRIPTIVE
patch	I-DESCRIPTIVE
,	I-DESCRIPTIVE
the	I-DESCRIPTIVE
predominant	I-DESCRIPTIVE
red	I-DESCRIPTIVE
and	I-DESCRIPTIVE
white	I-DESCRIPTIVE
lending	I-DESCRIPTIVE
a	I-DESCRIPTIVE
certain	I-DESCRIPTIVE
picturesqueness	I-DESCRIPTIVE
to	I-DESCRIPTIVE
the	I-DESCRIPTIVE
motley	I-DESCRIPTIVE
array	I-DESCRIPTIVE
.	I-DESCRIPTIVE

Turning	B-NARRATIVE
a	I-NARRATIVE
corner	I-NARRATIVE
,	I-NARRATIVE

we	B-NARRATIVE
suddenly	I-NARRATIVE
found	I-NARRATIVE
ourselves	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
midst	I-NARRATIVE
of	I-NARRATIVE
a	I-NARRATIVE
quarrel	I-NARRATIVE
,	I-NARRATIVE
or	I-NARRATIVE
a	I-NARRATIVE
violent	I-NARRATIVE
altercation	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
best	I-NARRATIVE
,	I-NARRATIVE
between	I-NARRATIVE
a	I-NARRATIVE
pretty	I-NARRATIVE
signora	I-NARRATIVE
at	I-NARRATIVE
a	I-NARRATIVE
fourth-floor	I-NARRATIVE
window	I-NARRATIVE
and	I-NARRATIVE
a	I-NARRATIVE
vendor	I-NARRATIVE
of	I-NARRATIVE
fruits	I-NARRATIVE
and	I-NARRATIVE
vegetables	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
sidewalk	I-NARRATIVE
below	I-NARRATIVE
.	I-NARRATIVE

The	B-ARGUMENTATIVE
language	I-ARGUMENTATIVE
which	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
lady	I-ARGUMENTATIVE
used	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

as	B-NARRATIVE
she	I-NARRATIVE
leaned	I-NARRATIVE
far	I-NARRATIVE
out	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
window	I-NARRATIVE
,	I-NARRATIVE

was	B-ARGUMENTATIVE
so	I-ARGUMENTATIVE
vigorous	I-ARGUMENTATIVE
that	I-ARGUMENTATIVE
no	I-ARGUMENTATIVE
interpreter	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
needed	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
make	I-ARGUMENTATIVE
her	I-ARGUMENTATIVE
meaning	I-ARGUMENTATIVE
plain	I-ARGUMENTATIVE
:	I-ARGUMENTATIVE

the	B-ARGUMENTATIVE
merchant	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
charlatan	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
villain	I-ARGUMENTATIVE
;	I-ARGUMENTATIVE

the	B-ARGUMENTATIVE
saints	I-ARGUMENTATIVE
were	I-ARGUMENTATIVE
all	I-ARGUMENTATIVE
called	I-ARGUMENTATIVE
upon	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
witnesses	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
his	I-ARGUMENTATIVE
depravity	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

He	B-NARRATIVE
,	I-NARRATIVE
the	I-NARRATIVE
so-called	I-NARRATIVE
vendor	I-NARRATIVE
of	I-NARRATIVE
over-ripe	I-NARRATIVE
fruit	I-NARRATIVE
,	I-NARRATIVE
pointed	I-NARRATIVE
to	I-NARRATIVE
his	I-NARRATIVE
wares	I-NARRATIVE
,	I-NARRATIVE

beating	B-NARRATIVE
his	I-NARRATIVE
breast	I-NARRATIVE

and	B-NARRATIVE
spreading	I-NARRATIVE
out	I-NARRATIVE
his	I-NARRATIVE
hands	I-NARRATIVE
in	I-NARRATIVE
token	I-NARRATIVE
of	I-NARRATIVE
his	I-NARRATIVE
spotless	I-NARRATIVE
innocence	I-NARRATIVE
.	I-NARRATIVE

He	B-OTHER
sell	I-OTHER
over-ripe	I-OTHER
oranges	I-OTHER
?	I-OTHER

All	B-NARRATIVE
his	I-NARRATIVE
neighbors	I-NARRATIVE
would	I-NARRATIVE
testify	I-NARRATIVE
to	I-NARRATIVE
his	I-NARRATIVE
poverty	I-NARRATIVE
and	I-NARRATIVE
that	I-NARRATIVE
of	I-NARRATIVE
his	I-NARRATIVE
family	I-NARRATIVE

because	B-NARRATIVE
he	I-NARRATIVE
,	I-NARRATIVE
honest	I-NARRATIVE
one	I-NARRATIVE
,	I-NARRATIVE
daily	I-NARRATIVE
sacrificed	I-NARRATIVE
hundreds	I-NARRATIVE
of	I-NARRATIVE
oranges	I-NARRATIVE

to	B-NARRATIVE
satisfy	I-NARRATIVE
his	I-NARRATIVE
unreasonable	I-NARRATIVE
customers	I-NARRATIVE
!	I-NARRATIVE

The	B-NARRATIVE
signora	I-NARRATIVE
's	I-NARRATIVE
dark	I-NARRATIVE
eyes	I-NARRATIVE
flashed	I-NARRATIVE
,	I-NARRATIVE

the	B-NARRATIVE
Spanish	I-NARRATIVE
mantilla	I-NARRATIVE
upon	I-NARRATIVE
her	I-NARRATIVE
head	I-NARRATIVE
shook	I-NARRATIVE
in	I-NARRATIVE
sympathy	I-NARRATIVE
with	I-NARRATIVE
the	I-NARRATIVE
violence	I-NARRATIVE
of	I-NARRATIVE
her	I-NARRATIVE
emotions	I-NARRATIVE
,	I-NARRATIVE

as	B-NARRATIVE
she	I-NARRATIVE
repeated	I-NARRATIVE
her	I-NARRATIVE
vocabulary	I-NARRATIVE
of	I-NARRATIVE
epithets	I-NARRATIVE
.	I-NARRATIVE

We	B-ARGUMENTATIVE
were	I-ARGUMENTATIVE
thankful	I-ARGUMENTATIVE

that	B-NARRATIVE
four	I-NARRATIVE
stories	I-NARRATIVE
separated	I-NARRATIVE
the	I-NARRATIVE
combatants	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
retiring	I-NARRATIVE
under	I-NARRATIVE
the	I-NARRATIVE
shadow	I-NARRATIVE
of	I-NARRATIVE
a	I-NARRATIVE
doorway	I-NARRATIVE

we	B-NARRATIVE
anxiously	I-NARRATIVE
awaited	I-NARRATIVE
results	I-NARRATIVE
.	I-NARRATIVE

Something	B-NARRATIVE
happened	I-NARRATIVE
,	I-NARRATIVE

we	B-NARRATIVE
know	I-NARRATIVE
not	I-NARRATIVE
what	I-NARRATIVE
;	I-NARRATIVE

the	B-NARRATIVE
fruit	I-NARRATIVE
may	I-NARRATIVE
have	I-NARRATIVE
been	I-NARRATIVE
reduced	I-NARRATIVE
the	I-NARRATIVE
fraction	I-NARRATIVE
of	I-NARRATIVE
a	I-NARRATIVE
penny	I-NARRATIVE
;	I-NARRATIVE

whatever	B-NARRATIVE
it	I-NARRATIVE
was	I-NARRATIVE
,	I-NARRATIVE

a	B-NARRATIVE
truce	I-NARRATIVE
was	I-NARRATIVE
declared	I-NARRATIVE
,	I-NARRATIVE

during	B-NARRATIVE
which	I-NARRATIVE
the	I-NARRATIVE
signora	I-NARRATIVE
's	I-NARRATIVE
basket	I-NARRATIVE
,	I-NARRATIVE
filled	I-NARRATIVE
with	I-NARRATIVE
fruit	I-NARRATIVE
and	I-NARRATIVE
artichokes	I-NARRATIVE
,	I-NARRATIVE
was	I-NARRATIVE
drawn	I-NARRATIVE
up	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
window	I-NARRATIVE
by	I-NARRATIVE
a	I-NARRATIVE
rope	I-NARRATIVE
.	I-NARRATIVE

After	B-NARRATIVE
the	I-NARRATIVE
lady	I-NARRATIVE
had	I-NARRATIVE
carefully	I-NARRATIVE
inspected	I-NARRATIVE
each	I-NARRATIVE
individual	I-NARRATIVE
fruit	I-NARRATIVE
and	I-NARRATIVE
vegetable	I-NARRATIVE
,	I-NARRATIVE

she	B-NARRATIVE
smiled	I-NARRATIVE
blandly	I-NARRATIVE
,	I-NARRATIVE

lowered	B-NARRATIVE
some	I-NARRATIVE
money	I-NARRATIVE
in	I-NARRATIVE
her	I-NARRATIVE
basket	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
the	I-NARRATIVE
pair	I-NARRATIVE
parted	I-NARRATIVE
with	I-NARRATIVE
bows	I-NARRATIVE
and	I-NARRATIVE
compliments	I-NARRATIVE
.	I-NARRATIVE

Juliet	B-ARGUMENTATIVE
on	I-ARGUMENTATIVE
her	I-ARGUMENTATIVE
balcony	I-ARGUMENTATIVE
could	I-ARGUMENTATIVE
not	I-ARGUMENTATIVE
have	I-ARGUMENTATIVE
been	I-ARGUMENTATIVE
more	I-ARGUMENTATIVE
graceful	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
nor	I-ARGUMENTATIVE
Romeo	I-ARGUMENTATIVE
on	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
pavement	I-ARGUMENTATIVE
below	I-ARGUMENTATIVE
more	I-ARGUMENTATIVE
gallant	I-ARGUMENTATIVE
than	I-ARGUMENTATIVE
this	I-ARGUMENTATIVE
shabby	I-ARGUMENTATIVE
venditore	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

as	B-NARRATIVE
he	I-NARRATIVE
swept	I-NARRATIVE
the	I-NARRATIVE
ground	I-NARRATIVE
with	I-NARRATIVE
his	I-NARRATIVE
cap	I-NARRATIVE
,	I-NARRATIVE
one	I-NARRATIVE
hand	I-NARRATIVE
upon	I-NARRATIVE
his	I-NARRATIVE
heart	I-NARRATIVE
!	I-NARRATIVE

Feeling	B-ARGUMENTATIVE

that	B-ARGUMENTATIVE
we	I-ARGUMENTATIVE
owed	I-ARGUMENTATIVE
something	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
somebody	I-ARGUMENTATIVE

for	B-ARGUMENTATIVE
the	I-ARGUMENTATIVE
pleasure	I-ARGUMENTATIVE
that	I-ARGUMENTATIVE
this	I-ARGUMENTATIVE
little	I-ARGUMENTATIVE
drama	I-ARGUMENTATIVE
had	I-ARGUMENTATIVE
afforded	I-ARGUMENTATIVE
us	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

we	B-NARRATIVE
crossed	I-NARRATIVE
the	I-NARRATIVE
street	I-NARRATIVE

and	B-NARRATIVE
bought	I-NARRATIVE
from	I-NARRATIVE
the	I-NARRATIVE
chief	I-NARRATIVE
actor	I-NARRATIVE
some	I-NARRATIVE
fresh	I-NARRATIVE
dates	I-NARRATIVE

such	B-NARRATIVE
as	I-NARRATIVE
we	I-NARRATIVE
had	I-NARRATIVE
first	I-NARRATIVE
tasted	I-NARRATIVE
in	I-NARRATIVE
Algiers	I-NARRATIVE
.	I-NARRATIVE

As	B-NARRATIVE
we	I-NARRATIVE
paid	I-NARRATIVE
the	I-NARRATIVE
asking	I-NARRATIVE
price	I-NARRATIVE
without	I-NARRATIVE
protest	I-NARRATIVE
,	I-NARRATIVE

we	B-ARGUMENTATIVE
felt	I-ARGUMENTATIVE
quite	I-ARGUMENTATIVE
sure	I-ARGUMENTATIVE

that	B-NARRATIVE
the	I-NARRATIVE
valiant	I-NARRATIVE
little	I-NARRATIVE
merchant	I-NARRATIVE
was	I-NARRATIVE
making	I-NARRATIVE
off	I-NARRATIVE
us	I-NARRATIVE
anything	I-NARRATIVE
that	I-NARRATIVE
he	I-NARRATIVE
may	I-NARRATIVE
have	I-NARRATIVE
lost	I-NARRATIVE
in	I-NARRATIVE
his	I-NARRATIVE
previous	I-NARRATIVE
transaction	I-NARRATIVE
;	I-NARRATIVE

but	B-ARGUMENTATIVE
the	I-ARGUMENTATIVE
dates	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
delicate	I-ARGUMENTATIVE
amber	I-ARGUMENTATIVE
color	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
sweet	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
honey	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
almost	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
transparent	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
were	I-ARGUMENTATIVE
worth	I-ARGUMENTATIVE
whatever	I-ARGUMENTATIVE
price	I-ARGUMENTATIVE
we	I-ARGUMENTATIVE
paid	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
them	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

After	B-NARRATIVE
much	I-NARRATIVE
turning	I-NARRATIVE

and	B-NARRATIVE
retracing	I-NARRATIVE
of	I-NARRATIVE
steps	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
laughing	I-NARRATIVE

over	B-NARRATIVE
being	I-NARRATIVE
lost	I-NARRATIVE

and	B-NARRATIVE
not	I-NARRATIVE
having	I-NARRATIVE
the	I-NARRATIVE
power	I-NARRATIVE

to	B-NARRATIVE
make	I-NARRATIVE
inquiries	I-NARRATIVE

with	B-NARRATIVE
any	I-NARRATIVE
certainty	I-NARRATIVE
of	I-NARRATIVE
being	I-NARRATIVE
understood	I-NARRATIVE
,	I-NARRATIVE

we	B-NARRATIVE
finally	I-NARRATIVE
gained	I-NARRATIVE
wider	I-NARRATIVE
and	I-NARRATIVE
more	I-NARRATIVE
open	I-NARRATIVE
streets	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
Piazza	I-NARRATIVE
Banchi	I-NARRATIVE
found	I-NARRATIVE
an	I-NARRATIVE
exchange	I-NARRATIVE
,	I-NARRATIVE

where	B-NARRATIVE
we	I-NARRATIVE
were	I-NARRATIVE
able	I-NARRATIVE
to	I-NARRATIVE
get	I-NARRATIVE
some	I-NARRATIVE
money	I-NARRATIVE
on	I-NARRATIVE
our	I-NARRATIVE
letters	I-NARRATIVE
of	I-NARRATIVE
credit	I-NARRATIVE
.	I-NARRATIVE

After	B-NARRATIVE
attending	I-NARRATIVE
to	I-NARRATIVE
this	I-NARRATIVE
practical	I-NARRATIVE
detail	I-NARRATIVE

we	B-NARRATIVE
turned	I-NARRATIVE
into	I-NARRATIVE
the	I-NARRATIVE
little	I-NARRATIVE
old	I-NARRATIVE
Via	I-NARRATIVE
Orefici	I-NARRATIVE
,	I-NARRATIVE
Jewellers	I-NARRATIVE
'	I-NARRATIVE
Street	I-NARRATIVE
,	I-NARRATIVE
with	I-NARRATIVE
its	I-NARRATIVE
many	I-NARRATIVE
goldsmiths	I-NARRATIVE
'	I-NARRATIVE
shops	I-NARRATIVE
.	I-NARRATIVE

Over	B-DESCRIPTIVE
one	I-DESCRIPTIVE
of	I-DESCRIPTIVE
the	I-DESCRIPTIVE
doors	I-DESCRIPTIVE
is	I-DESCRIPTIVE
a	I-DESCRIPTIVE
Virgin	I-DESCRIPTIVE
and	I-DESCRIPTIVE
Child	I-DESCRIPTIVE
,	I-DESCRIPTIVE

so	B-ARGUMENTATIVE
beautiful	I-ARGUMENTATIVE
that	I-ARGUMENTATIVE
it	I-ARGUMENTATIVE
cost	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
artist	I-ARGUMENTATIVE
his	I-ARGUMENTATIVE
life	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

Pellegrino	B-NARRATIVE
Piola	I-NARRATIVE
's	I-NARRATIVE
master	I-NARRATIVE
,	I-NARRATIVE
insanely	I-NARRATIVE
jealous	I-NARRATIVE
of	I-NARRATIVE
this	I-NARRATIVE
work	I-NARRATIVE
of	I-NARRATIVE
his	I-NARRATIVE
pupil	I-NARRATIVE
,	I-NARRATIVE
rose	I-NARRATIVE
up	I-NARRATIVE
in	I-NARRATIVE
wrath	I-NARRATIVE

and	B-NARRATIVE
killed	I-NARRATIVE
him	I-NARRATIVE
.	I-NARRATIVE

Even	B-NARRATIVE
the	I-NARRATIVE
patron	I-NARRATIVE
,	I-NARRATIVE
St.	I-NARRATIVE
Eloy	I-NARRATIVE
,	I-NARRATIVE
was	I-NARRATIVE
unable	I-NARRATIVE

to	B-NARRATIVE
save	I-NARRATIVE
poor	I-NARRATIVE
Piola	I-NARRATIVE
's	I-NARRATIVE
life	I-NARRATIVE
,	I-NARRATIVE

but	B-NARRATIVE
the	I-NARRATIVE
guild	I-NARRATIVE
of	I-NARRATIVE
smiths	I-NARRATIVE
,	I-NARRATIVE

who	B-DESCRIPTIVE
revere	I-DESCRIPTIVE
St.	I-DESCRIPTIVE
Eloy	I-DESCRIPTIVE
as	I-DESCRIPTIVE
their	I-DESCRIPTIVE
patron	I-DESCRIPTIVE
saint	I-DESCRIPTIVE

,	I-NARRATIVE
invoked	I-NARRATIVE
his	I-NARRATIVE
aid	I-NARRATIVE

to	B-NARRATIVE
preserve	I-NARRATIVE
this	I-NARRATIVE
lovely	I-NARRATIVE
fresco	I-NARRATIVE
from	I-NARRATIVE
the	I-NARRATIVE
ruthless	I-NARRATIVE
hands	I-NARRATIVE
of	I-NARRATIVE
Napoleon	I-NARRATIVE

when	B-NARRATIVE
he	I-NARRATIVE
would	I-NARRATIVE
have	I-NARRATIVE
carried	I-NARRATIVE
it	I-NARRATIVE
off	I-NARRATIVE
to	I-NARRATIVE
France	I-NARRATIVE
.	I-NARRATIVE

As	B-NARRATIVE
we	I-NARRATIVE
passed	I-NARRATIVE
window	I-NARRATIVE
after	I-NARRATIVE
window	I-NARRATIVE
,	I-NARRATIVE

some	B-ARGUMENTATIVE
with	I-ARGUMENTATIVE
their	I-ARGUMENTATIVE
display	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
exquisite	I-ARGUMENTATIVE
gold	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
silver	I-ARGUMENTATIVE
filigree	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
others	I-ARGUMENTATIVE
containing	I-ARGUMENTATIVE
lofty	I-ARGUMENTATIVE
pyramids	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
most	I-ARGUMENTATIVE
delicious-looking	I-ARGUMENTATIVE
candied	I-ARGUMENTATIVE
fruit	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

Angela	B-NARRATIVE
said	I-NARRATIVE

that	B-NARRATIVE
after	I-NARRATIVE
a	I-NARRATIVE
few	I-NARRATIVE
hours	I-NARRATIVE
'	I-NARRATIVE
stay	I-NARRATIVE
in	I-NARRATIVE
Genoa	I-NARRATIVE

she	B-EXPOSITORY
was	I-EXPOSITORY
quite	I-EXPOSITORY
sure	I-EXPOSITORY
of	I-EXPOSITORY
two	I-EXPOSITORY
characteristics	I-EXPOSITORY
of	I-EXPOSITORY
the	I-EXPOSITORY
Genoese	I-EXPOSITORY
:	I-EXPOSITORY
a	I-EXPOSITORY
passion	I-EXPOSITORY
for	I-EXPOSITORY
jewelry	I-EXPOSITORY
,	I-EXPOSITORY
especially	I-EXPOSITORY
of	I-EXPOSITORY
the	I-EXPOSITORY
filigree	I-EXPOSITORY
sort	I-EXPOSITORY
,	I-EXPOSITORY
and	I-EXPOSITORY
an	I-EXPOSITORY
inordinate	I-EXPOSITORY
appetite	I-EXPOSITORY
for	I-EXPOSITORY
sweets	I-EXPOSITORY
.	I-EXPOSITORY

The	B-ARGUMENTATIVE
pretty	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
delicate	I-ARGUMENTATIVE
ornaments	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

I	B-NARRATIVE
am	I-NARRATIVE
inclined	I-NARRATIVE
to	I-NARRATIVE
think	I-NARRATIVE
,	I-NARRATIVE

are	I-ARGUMENTATIVE
only	I-ARGUMENTATIVE
spread	I-ARGUMENTATIVE
forth	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
tempt	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
unwary	I-ARGUMENTATIVE
tourist	I-ARGUMENTATIVE
;	I-ARGUMENTATIVE

but	B-EXPOSITORY
the	I-EXPOSITORY
Italian	I-EXPOSITORY
taste	I-EXPOSITORY
for	I-EXPOSITORY
sweets	I-EXPOSITORY
is	I-EXPOSITORY
proverbial	I-EXPOSITORY
,	I-EXPOSITORY
whetted	I-EXPOSITORY
,	I-EXPOSITORY
doubtless	I-EXPOSITORY
,	I-EXPOSITORY
by	I-EXPOSITORY
the	I-EXPOSITORY
high	I-EXPOSITORY
price	I-EXPOSITORY
of	I-EXPOSITORY
sugar	I-EXPOSITORY
and	I-EXPOSITORY
the	I-EXPOSITORY
exquisiteness	I-EXPOSITORY
of	I-EXPOSITORY
the	I-EXPOSITORY
native	I-EXPOSITORY
confections	I-EXPOSITORY
.	I-EXPOSITORY

Strolling	B-NARRATIVE
along	I-NARRATIVE
the	I-NARRATIVE
fine	I-NARRATIVE
,	I-NARRATIVE
wide	I-NARRATIVE
Via	I-NARRATIVE
Vittorio	I-NARRATIVE
Emanuele	I-NARRATIVE
,	I-NARRATIVE

eating	B-NARRATIVE
our	I-NARRATIVE
dates	I-NARRATIVE
like	I-NARRATIVE
true	I-NARRATIVE
Bohemians	I-NARRATIVE

and	B-NARRATIVE
gazing	I-NARRATIVE
about	I-NARRATIVE
us	I-NARRATIVE
upon	I-NARRATIVE
the	I-NARRATIVE
sights	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
strange	I-NARRATIVE
city	I-NARRATIVE
,	I-NARRATIVE

we	B-NARRATIVE
turned	I-NARRATIVE
,	I-NARRATIVE
almost	I-NARRATIVE
involuntarily	I-NARRATIVE
,	I-NARRATIVE
into	I-NARRATIVE
the	I-NARRATIVE
busy	I-NARRATIVE
thoroughfare	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
Via	I-NARRATIVE
San	I-NARRATIVE
Lorenzo	I-NARRATIVE
,	I-NARRATIVE

where	B-NARRATIVE
we	I-NARRATIVE
were	I-NARRATIVE
confronted	I-NARRATIVE
by	I-NARRATIVE
the	I-NARRATIVE
great	I-NARRATIVE
façade	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
cathedral	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
same	I-NARRATIVE
name	I-NARRATIVE
,	I-NARRATIVE
with	I-NARRATIVE
huge	I-NARRATIVE
stone	I-NARRATIVE
lions	I-NARRATIVE
standing	I-NARRATIVE
guard	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
door	I-NARRATIVE
.	I-NARRATIVE

Above	B-DESCRIPTIVE
the	I-DESCRIPTIVE
entrance	I-DESCRIPTIVE
-	I-DESCRIPTIVE
grewsome	I-DESCRIPTIVE
and	I-DESCRIPTIVE
realistic	I-DESCRIPTIVE
spectacle	I-DESCRIPTIVE
-	I-DESCRIPTIVE
is	I-DESCRIPTIVE
poor	I-DESCRIPTIVE
St.	I-DESCRIPTIVE
Lawrence	I-DESCRIPTIVE

broiling	B-DESCRIPTIVE
away	I-DESCRIPTIVE
on	I-DESCRIPTIVE
his	I-DESCRIPTIVE
stone	I-DESCRIPTIVE
gridiron	I-DESCRIPTIVE
!	I-DESCRIPTIVE

We	B-ARGUMENTATIVE
shall	I-ARGUMENTATIVE
doubtless	I-ARGUMENTATIVE
behold	I-ARGUMENTATIVE
many	I-ARGUMENTATIVE
such	I-ARGUMENTATIVE
spectacles	I-ARGUMENTATIVE
during	I-ARGUMENTATIVE
our	I-ARGUMENTATIVE
travels	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

and	B-ARGUMENTATIVE
may	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
like	I-ARGUMENTATIVE
Mark	I-ARGUMENTATIVE
Twain	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
become	I-ARGUMENTATIVE
quite	I-ARGUMENTATIVE
hardened	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
sight	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
St.	I-ARGUMENTATIVE
Sebastian	I-ARGUMENTATIVE
stuck	I-ARGUMENTATIVE
full	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
arrows	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

and	B-ARGUMENTATIVE
of	I-ARGUMENTATIVE
lovely	I-ARGUMENTATIVE
young	I-ARGUMENTATIVE
St.	I-ARGUMENTATIVE
Anastasia	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
many	I-ARGUMENTATIVE
others	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

of	B-ARGUMENTATIVE
whom	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
world	I-ARGUMENTATIVE
was	I-ARGUMENTATIVE
not	I-ARGUMENTATIVE
worthy	I-ARGUMENTATIVE

,	I-ARGUMENTATIVE
smiling	I-ARGUMENTATIVE
amid	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
flames	I-ARGUMENTATIVE
;	I-ARGUMENTATIVE

but	B-ARGUMENTATIVE
this	I-ARGUMENTATIVE
realistic	I-ARGUMENTATIVE
thrusting	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
St.	I-ARGUMENTATIVE
Lawrence	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
his	I-ARGUMENTATIVE
gridiron	I-ARGUMENTATIVE
into	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
life	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
to-day	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
as	I-ARGUMENTATIVE
an	I-ARGUMENTATIVE
ornament	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
church	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
impressed	I-ARGUMENTATIVE
us	I-ARGUMENTATIVE

as	B-ARGUMENTATIVE
unworthy	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
people	I-ARGUMENTATIVE
credited	I-ARGUMENTATIVE
with	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
sense	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
beauty	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
fitness	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

We	B-ARGUMENTATIVE
were	I-ARGUMENTATIVE
thankful	I-ARGUMENTATIVE

to	B-NARRATIVE
turn	I-NARRATIVE
from	I-NARRATIVE
the	I-NARRATIVE
cathedral	I-NARRATIVE
,	I-NARRATIVE

whose	B-NARRATIVE
interior	I-NARRATIVE
we	I-NARRATIVE
may	I-NARRATIVE
explore	I-NARRATIVE
to-morrow	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
,	I-NARRATIVE
like	I-NARRATIVE
good	I-NARRATIVE
Americans	I-NARRATIVE
,	I-NARRATIVE
